"","dr_no","date_rptd","date_occ","time_occ","area","area_name","rpt_dist_no","part_1_2","crm_cd","crm_cd_desc","vict_age","vict_sex","vict_descent","premis_cd","premis_desc","status","status_desc","crm_cd_1","crm_cd_2","location","lat","lon","mocodes","cross_street","weapon_used_cd","weapon_desc","crm_cd_3","crm_cd_4"
"197","200107228","2020-02-15T00:00:00.000","2020-02-15T00:00:00.000","2200","01","Central","0153","2","745","VANDALISM - MISDEAMEANOR ($399 OR UNDER)","26","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","745",NA,"200 W  6TH                          ST","34.046","-118.2509","0329",NA,NA,NA,NA,NA
"198","200321313","2020-12-06T00:00:00.000","2020-12-06T00:00:00.000","1530","03","Southwest","0361","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","AO","Adult Other","510",NA,"3900    STEVELY                      AV","34.0159","-118.3536",NA,NA,NA,NA,NA,NA
"199","200109910","2020-03-31T00:00:00.000","2020-03-31T00:00:00.000","2240","01","Central","0156","2","624","BATTERY - SIMPLE ASSAULT","60","M","B","102","SIDEWALK","IC","Invest Cont","624",NA,"500    WALL                         ST","34.0449","-118.2458","1218 2004 0416 0913",NA,"500","UNKNOWN WEAPON/OTHER WEAPON",NA,NA
"200","200705720","2020-02-05T00:00:00.000","2020-02-01T00:00:00.000","1400","07","Wilshire","0732","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","0","M","O","203","OTHER BUSINESS","IC","Invest Cont","341",NA,"500 S  FAIRFAX                      AV","34.0665","-118.3662",NA,NA,NA,NA,NA,NA
"201","200912278","2020-07-13T00:00:00.000","2020-07-12T00:00:00.000","2230","09","Van Nuys","0911","2","624","BATTERY - SIMPLE ASSAULT","30","F","H","119","PORCH, RESIDENTIAL","AO","Adult Other","624",NA,"7100    FIRMAMENT                    AV","34.1993","-118.4724","0400",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"202","200208642","2020-04-06T00:00:00.000","2020-04-06T00:00:00.000","0001","02","Rampart","0217","1","522","VEHICLE, STOLEN - OTHER (MOTORIZED SCOOTERS, BIKES, ETC)","0",NA,NA,"121","YARD (RESIDENTIAL/BUSINESS)","IC","Invest Cont","522",NA,"1700    CLINTON                      ST","34.0721","-118.262",NA,NA,NA,NA,NA,NA
"203","200709141","2020-05-11T00:00:00.000","2020-05-11T00:00:00.000","0950","07","Wilshire","0702","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","48","M","H","235","PHARMACY INSIDE STORE OR SUPERMARKET*","IC","Invest Cont","440",NA,"7500    MELROSE                      AV","34.0837","-118.3532","1822 0344 0325",NA,NA,NA,NA,NA
"204","200605994","2020-02-11T00:00:00.000","2020-02-10T00:00:00.000","0900","06","Hollywood","0649","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","31","F","O","121","YARD (RESIDENTIAL/BUSINESS)","IC","Invest Cont","440",NA,"1500 N  HARVARD                      BL","34.0981","-118.3044","0394 1822",NA,NA,NA,NA,NA
"205","200707378","2020-03-13T00:00:00.000","2020-03-12T00:00:00.000","0915","07","Wilshire","0734","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","31","F","A","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","341",NA,"300    HAUSER                       BL","34.0699","-118.3511","0344 1822",NA,NA,NA,NA,NA
"206","200715141","2020-10-21T00:00:00.000","2020-10-20T00:00:00.000","1200","07","Wilshire","0775","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0",NA,NA,"101","STREET","IC","Invest Cont","420",NA,"4800 W  17TH                         ST","34.0449","-118.3411",NA,NA,NA,NA,NA,NA
"207","201105686","2020-02-08T00:00:00.000","2020-02-07T00:00:00.000","1550","11","Northeast","1113","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","0","M","O","203","OTHER BUSINESS","IC","Invest Cont","440",NA,"2800    COLORADO                     BL","34.1428","-118.226","0344 0325",NA,NA,NA,NA,NA
"208","200407426","2020-03-30T00:00:00.000","2020-03-30T00:00:00.000","1830","04","Hollenbeck","0407","1","442","SHOPLIFTING - PETTY THEFT ($950 & UNDER)","0","X","X","242","DISCOUNT STORE (99 CENT,DOLLAR,ETC.","IC","Invest Cont","442",NA,"4600    HUNTINGTON DR","34.0881","-118.1877","0325",NA,NA,NA,NA,NA
"209","201014312","2020-10-22T00:00:00.000","2020-10-21T00:00:00.000","2000","10","West Valley","1003","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","34","M","H","122","VEHICLE, PASSENGER/TRUCK","IC","Invest Cont","740","998","18500    SATICOY                      ST","34.2148","-118.5404","0329 1822 1414 1420 1402 1300 1307",NA,NA,NA,NA,NA
"210","200217634","2020-11-19T00:00:00.000","2020-11-19T00:00:00.000","1840","02","Rampart","0245","2","624","BATTERY - SIMPLE ASSAULT","52","F","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AO","Adult Other","624",NA,"2500 W  6TH                          ST","34.0617","-118.2795","0913 0603 0400 0361",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"211","201212398","2020-05-07T00:00:00.000","2020-05-06T00:00:00.000","1800","12","77th Street","1203","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","32","M","H","108","PARKING LOT","IC","Invest Cont","341",NA,"5000 S  WESTERN                      AV","33.998","-118.3089","0344",NA,NA,NA,NA,NA
"212","200505875","2020-02-14T00:00:00.000","2020-02-13T00:00:00.000","2030","05","Harbor","0566","1","510","VEHICLE - STOLEN","0",NA,NA,"108","PARKING LOT","IC","Invest Cont","510",NA,"1000 S  PACIFIC                      AV","33.7352","-118.2879",NA,NA,NA,NA,NA,NA
"213","201221820","2020-10-02T00:00:00.000","2020-10-02T00:00:00.000","0600","12","77th Street","1273","2","624","BATTERY - SIMPLE ASSAULT","85","F","B","501","SINGLE FAMILY DWELLING","AO","Adult Other","624",NA,"8800 S  HALLDALE                     AV","33.9574","-118.3025","1202 1701 2021 0913 0562 0444 0443",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"214","200715653","2020-11-05T00:00:00.000","2020-11-05T00:00:00.000","1600","07","Wilshire","0701","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"WARING                       AV","34.0855","-118.3638",NA,"N  EDINBURGH                    AV",NA,NA,NA,NA
"215","201109241","2020-05-11T00:00:00.000","2020-05-08T00:00:00.000","1500","11","Northeast","1172","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0",NA,NA,"101","STREET","IC","Invest Cont","420",NA,"1500    SILVER LAKE                  BL","34.0867","-118.2701",NA,NA,NA,NA,NA,NA
"216","200816363","2020-11-13T00:00:00.000","2020-11-06T00:00:00.000","0836","08","West LA","0881","2","956","LETTERS, LEWD  -  TELEPHONE CALLS, LEWD","73","M","W","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","956",NA,"11600    MISSOURI                     AV","34.0391","-118.4506","0337",NA,NA,NA,NA,NA
"217","200815583","2020-10-22T00:00:00.000","2020-10-22T00:00:00.000","1700","08","West LA","0857","1","310","BURGLARY","32","M","W","707","GARAGE/CARPORT","IC","Invest Cont","310",NA,"1100    GLENVILLE                    DR","34.0557","-118.3928","0344 1822 1606",NA,NA,NA,NA,NA
"218","200709021","2020-05-07T00:00:00.000","2020-05-06T00:00:00.000","1730","07","Wilshire","0735","2","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","41","F","A","203","OTHER BUSINESS","AO","Adult Other","930",NA,"5400    WILSHIRE                     BL","34.0633","-118.3473","0421",NA,"511","VERBAL THREAT",NA,NA
"219","200200671","2020-04-22T00:00:00.000","2020-04-22T00:00:00.000","1030","02","Rampart","0292","1","310","BURGLARY","64","M","H","221","PUBLIC STORAGE","IC","Invest Cont","310",NA,"1000 W  WASHINGTON                   BL","34.0396","-118.2833","0344 1607 0396",NA,NA,NA,NA,NA
"220","200106175","2020-01-31T00:00:00.000","2020-01-31T00:00:00.000","0830","01","Central","0157","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","49","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","341",NA,"500 S  SAN PEDRO                    ST","34.0442","-118.2439","1822 1605 1218 0344",NA,NA,NA,NA,NA
"221","200617010","2020-10-22T00:00:00.000","2020-10-01T00:00:00.000","1400","06","Hollywood","0647","2","668","EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)","27","M","H","203","OTHER BUSINESS","IC","Invest Cont","668",NA,"1600 N  GOWER                        ST","34.0998","-118.3223","1300 0913",NA,NA,NA,NA,NA
"222","201013217","2020-09-18T00:00:00.000","2020-09-12T00:00:00.000","0001","10","West Valley","1017","1","820","ORAL COPULATION","30","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","820",NA,"17100    COVELLO                      ST","34.2075","-118.5068","0400 0913 0443 0512 0413",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"223","200104594","2020-01-08T00:00:00.000","2020-01-08T00:00:00.000","2145","01","Central","0152","2","624","BATTERY - SIMPLE ASSAULT","20","M","H","903","MTA - RED LINE - 7TH AND METRO CENTER","IC","Invest Cont","624",NA,"600 S  FIGUEROA                     ST","34.0509","-118.2585","0910 0416 2004 1822",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"224","200110052","2020-04-04T00:00:00.000","2020-04-02T00:00:00.000","2000","01","Central","0101","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"900    FIGUEROA                     TR","34.0663","-118.2441",NA,NA,NA,NA,NA,NA
"225","200517669","2020-12-10T00:00:00.000","2020-12-07T00:00:00.000","1100","05","Harbor","0517","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"1100    BROAD                        AV","33.7849","-118.2612",NA,NA,NA,NA,NA,NA
"226","200510674","2020-06-16T00:00:00.000","2020-06-15T00:00:00.000","1800","05","Harbor","0526","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"FRIES","33.7799","-118.265",NA,"ANAHEIM",NA,NA,NA,NA
"227","200916925","2020-11-06T00:00:00.000","2020-11-06T00:00:00.000","0700","09","Van Nuys","0981","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","52","M","W","108","PARKING LOT","IC","Invest Cont","440",NA,"14800 W  VENTURA                      BL","34.154","-118.4674","0344",NA,NA,NA,NA,NA
"228","200321746","2020-12-14T00:00:00.000","2020-11-24T00:00:00.000","1355","03","Southwest","0311","2","354","THEFT OF IDENTITY","41","M","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"5300    CARLIN                       ST","34.0299","-118.3595","0100 0930 0922",NA,NA,NA,NA,NA
"229","201110606","2020-06-19T00:00:00.000","2020-06-16T00:00:00.000","2002","11","Northeast","1123","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","40","F","W","101","STREET","AO","Adult Other","331",NA,"LEGION                       LN","34.121","-118.2685","0344","DOVER                        ST",NA,NA,NA,NA
"230","200116446","2020-08-15T00:00:00.000","2020-08-12T00:00:00.000","1700","01","Central","0164","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","41","F","O","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","440",NA,"600 S  MAIN                         ST","34.0448","-118.2504","1822 0344 0394",NA,NA,NA,NA,NA
"231","200708242","2020-04-13T00:00:00.000","2020-04-08T00:00:00.000","1700","07","Wilshire","0725","1","310","BURGLARY","52","M","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","310",NA,"100 N  VISTA                        ST","34.0736","-118.3522","0397 0344 0358",NA,NA,NA,NA,NA
"232","200617231","2020-10-26T00:00:00.000","2020-10-26T00:00:00.000","1900","06","Hollywood","0667","2","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","62","M","W","702","OFFICE BUILDING/OFFICE","AO","Adult Other","930",NA,"5800 W  SUNSET                       BL","34.0981","-118.3158","0913 0400 0432 0443 0422 2040 1202",NA,"511","VERBAL THREAT",NA,NA
"233","200716147","2020-11-19T00:00:00.000","2020-11-19T00:00:00.000","1800","07","Wilshire","0729","1","210","ROBBERY","34","F","W","102","SIDEWALK","IC","Invest Cont","210",NA,"FIRST                        ST","34.0726","-118.3279","0344 0449 0216 0432","LARCHMENT                    BL","102","HAND GUN",NA,NA
"234","200807585","2020-03-22T00:00:00.000","2020-03-18T00:00:00.000","1030","08","West LA","0833","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","50","F","W","702","OFFICE BUILDING/OFFICE","IC","Invest Cont","440",NA,"10900    WILSHIRE                     BL","34.0588","-118.4439","0344 0377 1822",NA,NA,NA,NA,NA
"235","200709741","2020-05-28T00:00:00.000","2020-05-28T00:00:00.000","1453","07","Wilshire","0701","2","624","BATTERY - SIMPLE ASSAULT","31","F","W","203","OTHER BUSINESS","IC","Invest Cont","624",NA,"8400    MELROSE                      PL","34.0835","-118.3734","0400 0416 1309",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"236","200111101","2020-04-28T00:00:00.000","2020-04-28T00:00:00.000","0830","01","Central","0154","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","57","F","B","710","OTHER PREMISE","AO","Adult Other","740",NA,"500 S  MAIN                         ST","34.0467","-118.2485","0329 2004",NA,NA,NA,NA,NA
"237","201005417","2020-02-03T00:00:00.000","2020-02-01T00:00:00.000","0001","10","West Valley","1008","2","354","THEFT OF IDENTITY","74","M","A","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","354",NA,"16700    SHERMAN                      WY","34.2077","-118.4912","0100 1202 0930 0922",NA,NA,NA,NA,NA
"238","200215572","2020-09-27T00:00:00.000","2020-07-27T00:00:00.000","1600","02","Rampart","0248","2","850","INDECENT EXPOSURE","42","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","850",NA,"300    COLUMBIA                     AV","34.0572","-118.2658","0603 0361 0529 1822",NA,NA,NA,NA,NA
"239","200105054","2020-01-15T00:00:00.000","2020-01-10T00:00:00.000","1700","01","Central","0192","1","420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","32","F","H","707","GARAGE/CARPORT","IC","Invest Cont","420",NA,"400 W  PICO                         BL","34.0389","-118.2643","1300 1822 0377 0321 0344",NA,NA,NA,NA,NA
"240","200319565","2020-10-29T00:00:00.000","2020-10-29T00:00:00.000","1600","03","Southwest","0334","2","624","BATTERY - SIMPLE ASSAULT","31","F","O","108","PARKING LOT","IC","Invest Cont","624",NA,"3600    11TH                         AV","34.0216","-118.3296","1822 0329 0416 1300 1309",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"241","200316589","2020-08-31T00:00:00.000","2020-08-31T00:00:00.000","1245","03","Southwest","0357","2","624","BATTERY - SIMPLE ASSAULT","19","F","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest","624",NA,"1200    EXPOSITION                   BL","34.0184","-118.2952","0361 0431 0913",NA,"500","UNKNOWN WEAPON/OTHER WEAPON",NA,NA
"242","200708689","2020-04-28T00:00:00.000","2020-04-27T00:00:00.000","1030","07","Wilshire","0745","1","330","BURGLARY FROM VEHICLE","52","F","W","123","PARKING UNDERGROUND/BUILDING","IC","Invest Cont","330",NA,"5600    WILSHIRE                     BL","34.0624","-118.3504","1822 1300 1307 0344",NA,NA,NA,NA,NA
"243","201111404","2020-07-14T00:00:00.000","2020-07-13T00:00:00.000","1630","11","Northeast","1162","1","450","THEFT FROM PERSON - ATTEMPT","14","F","H","101","STREET","AA","Adult Arrest","450",NA,"1100 N  VERMONT                      AV","34.0909","-118.2917","0355",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"244","200708936","2020-05-05T00:00:00.000","2020-05-04T00:00:00.000","0920","07","Wilshire","0701","2","354","THEFT OF IDENTITY","35","F","W","501","SINGLE FAMILY DWELLING","IC","Invest Cont","354",NA,"700 N  HAYWORTH                     AV","34.0838","-118.3627","0930 0929",NA,NA,NA,NA,NA
"245","201300868","2020-07-20T00:00:00.000","2020-07-20T00:00:00.000","0215","13","Newton","1344","1","210","ROBBERY","0","M","H","101","STREET","AA","Adult Arrest","210","998","CENTRAL                      AV","34.0075","-118.2565","1822 1402 0344 0432","42ND                         ST","205","KITCHEN KNIFE",NA,NA
"246","200711610","2020-07-14T00:00:00.000","2020-07-13T00:00:00.000","1430","07","Wilshire","0721","1","341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD","29","M","B","406","OTHER STORE","IC","Invest Cont","341",NA,"8500    BEVERLY                      BL","34.0761","-118.3772","1822 0344 0378",NA,NA,NA,NA,NA
"247","200619489","2020-12-21T00:00:00.000","2020-12-21T00:00:00.000","0300","06","Hollywood","0668","1","761","BRANDISH WEAPON","51","M","B","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest","753","761","5600    FERNWOOD                     AV","34.0958","-118.311","0450 0913 1100 0334 1407 0603 0421 0353",NA,"102","HAND GUN","930","998"
"248","200614630","2020-08-28T00:00:00.000","2020-08-28T00:00:00.000","1500","06","Hollywood","0625","2","888","TRESPASSING","82","F","W","121","YARD (RESIDENTIAL/BUSINESS)","IC","Invest Cont","888",NA,"6900    LOS TILOS                    RD","34.1091","-118.3431","1822 1202 1300 1309",NA,NA,NA,NA,NA
"249","201213202","2020-05-20T00:00:00.000","2020-05-20T00:00:00.000","2230","12","77th Street","1235","2","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","45","M","H","101","STREET","IC","Invest Cont","930",NA,"1500 W  59TH                         ST","33.9876","-118.3024","1307 0329 0421 0432 0913 1310 0334",NA,"308","STICK",NA,NA
"250","201224533","2020-11-16T00:00:00.000","2020-11-16T00:00:00.000","0005","12","77th Street","1256","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","53","M","H","108","PARKING LOT","AO","Adult Other","230",NA,"FLORENCE                     AV","33.9746","-118.2892","1822 0913 1817","MENLO                        AV","106","UNKNOWN FIREARM",NA,NA
"251","200412397","2020-09-02T00:00:00.000","2020-08-21T00:00:00.000","0800","04","Hollenbeck","0459","1","440","THEFT PLAIN - PETTY ($950 & UNDER)","46","M","H","232","DELIVERY SERVICE (FED EX, UPS, COURIERS,COURIER SERVICE)*","IC","Invest Cont","440",NA,"3000    FOLSOM                       ST","34.0441","-118.1978","0344",NA,NA,NA,NA,NA
"252","201204978","2020-01-15T00:00:00.000","2020-01-14T00:00:00.000","1730","12","77th Street","1269","1","330","BURGLARY FROM VEHICLE","38","M","H","501","SINGLE FAMILY DWELLING","IC","Invest Cont","330",NA,"400 E  83RD                         ST","33.9638","-118.2673","0344 0358",NA,NA,NA,NA,NA
"253","200506064","2020-02-18T00:00:00.000","2020-02-18T00:00:00.000","1730","05","Harbor","0529","2","624","BATTERY - SIMPLE ASSAULT","31","F","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","JA","Juv Arrest","624",NA,"900    BANNING                      BL","33.7817","-118.2574","0602 0913 2024 0417 0562",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"254","200118974","2020-10-06T00:00:00.000","2020-09-29T00:00:00.000","1340","01","Central","0124","2","930","CRIMINAL THREATS - NO WEAPON DISPLAYED","22","M","H","102","SIDEWALK","IC","Invest Cont","930",NA,"100 W  1ST                          ST","34.0522","-118.2434","0443 1822",NA,"511","VERBAL THREAT",NA,NA
"255","201113027","2020-08-29T00:00:00.000","2020-08-28T00:00:00.000","2335","11","Northeast","1184","1","331","THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER)","58","F","W","104","DRIVEWAY","IC","Invest Cont","331",NA,"1800    PARK                         DR","34.0812","-118.252","0385",NA,NA,NA,NA,NA
"256","200915605","2020-10-06T00:00:00.000","2020-10-06T00:00:00.000","0930","09","Van Nuys","0964","2","354","THEFT OF IDENTITY","33","M","H","108","PARKING LOT","IC","Invest Cont","354",NA,"4700    WOODMAN                      AV","34.1603","-118.4399","0344 1822",NA,NA,NA,NA,NA
"257","200809661","2020-05-19T00:00:00.000","2020-05-18T00:00:00.000","1730","08","West LA","0852","1","330","BURGLARY FROM VEHICLE","33","F","W","104","DRIVEWAY","IC","Invest Cont","330",NA,"1600    BARRY                        AV","34.0432","-118.4541","0344 1822 0321",NA,NA,NA,NA,NA
"258","200604700","2020-01-16T00:00:00.000","2020-01-15T00:00:00.000","0001","06","Hollywood","0645","1","330","BURGLARY FROM VEHICLE","35","M","O","101","STREET","IC","Invest Cont","330",NA,"HAWTHORN                     AV","34.1004","-118.3433","0344 0358 1300 1609","SYCAMORE                     AV",NA,NA,NA,NA
"259","200305025","2020-01-18T00:00:00.000","2020-01-18T00:00:00.000","1400","03","Southwest","0398","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"600 W  VERNON                       AV","34.0074","-118.285",NA,NA,NA,NA,NA,NA
"260","200409165","2020-05-24T00:00:00.000","2020-05-24T00:00:00.000","0135","04","Hollenbeck","0416","2","753","DISCHARGE FIREARMS/SHOTS FIRED","0","M","X","101","STREET","IC","Invest Cont","753","998","LINCOLN PARK                 AV","34.0787","-118.2028","1100 1407","POMONA                       ST","106","UNKNOWN FIREARM",NA,NA
"261","200908879","2020-04-24T00:00:00.000","2020-02-05T00:00:00.000","0800","09","Van Nuys","0926","2","662","BUNCO, GRAND THEFT","34","M","O","710","OTHER PREMISE","IC","Invest Cont","662",NA,"14400    HAMLIN                       ST","34.1887","-118.4465","0100 0344 0924 1822",NA,NA,NA,NA,NA
"262","200613265","2020-07-30T00:00:00.000","2020-07-29T00:00:00.000","0730","06","Hollywood","0628","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"5900    CHULA VISTA                  WY","34.1074","-118.3193",NA,NA,NA,NA,NA,NA
"263","200507119","2020-03-12T00:00:00.000","2020-02-01T00:00:00.000","0001","05","Harbor","0567","2","627","CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT","10","F","O","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","AA","Adult Arrest","627",NA,"1700 S  PACIFIC                      AV","33.7288","-118.288","0400 0416 1258 0553 0913",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"264","201107194","2020-03-11T00:00:00.000","2020-03-11T00:00:00.000","1100","11","Northeast","1118","1","510","VEHICLE - STOLEN","0",NA,NA,"108","PARKING LOT","IC","Invest Cont","510",NA,"5600 N  FIGUEROA                     ST","34.114","-118.1949",NA,NA,NA,NA,NA,NA
"265","200416216","2020-12-23T00:00:00.000","2020-12-22T00:00:00.000","1800","04","Hollenbeck","0412","1","330","BURGLARY FROM VEHICLE","40","F","B","101","STREET","IC","Invest Cont","330",NA,"100 N  AVENUE 23","34.0757","-118.2177","1302 1307",NA,NA,NA,NA,NA
"266","200608743","2020-04-05T00:00:00.000","2020-04-05T00:00:00.000","1600","06","Hollywood","0645","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","52","F","H","403","DRUG STORE","AO","Adult Other","740",NA,"7000 W  HOLLYWOOD                    BL","34.1015","-118.3425","2004 0329 2028",NA,NA,NA,NA,NA
"267","200618728","2020-12-01T00:00:00.000","2020-12-01T00:00:00.000","0235","06","Hollywood","0663","1","230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","40","F","A","102","SIDEWALK","IC","Invest Cont","230",NA,"1000 N  MANSFIELD                    AV","34.0889","-118.3405","2004 1822 0416 0400 1218",NA,"500","UNKNOWN WEAPON/OTHER WEAPON",NA,NA
"268","200321294","2020-12-05T00:00:00.000","2020-12-05T00:00:00.000","1230","03","Southwest","0397","2","624","BATTERY - SIMPLE ASSAULT","46","F","H","242","DISCOUNT STORE (99 CENT,DOLLAR,ETC.","AO","Adult Other","624",NA,"4300 S  VERMONT                      AV","34.0073","-118.298","1822 0342 0400 0329 2024 1236",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"269","200322296","2020-12-26T00:00:00.000","2020-12-26T00:00:00.000","1900","03","Southwest","0397","2","625","OTHER ASSAULT","58","M","H","102","SIDEWALK","IC","Invest Cont","625",NA,"4000 S  NORMANDIE                    AV","34.0103","-118.3002","0416 0446 1277 1309 1822",NA,"400","STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",NA,NA
"270","201113970","2020-09-25T00:00:00.000","2020-09-21T00:00:00.000","0942","11","Northeast","1162","2","668","EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)","0","X","X","203","OTHER BUSINESS","IC","Invest Cont","668",NA,"4500 W  HOLLYWOOD                    BL","34.0984","-118.2874","0330 1300 0601",NA,NA,NA,NA,NA
"271","200219047","2020-12-27T00:00:00.000","2020-12-27T00:00:00.000","1630","02","Rampart","0218","1","510","VEHICLE - STOLEN","0",NA,NA,"101","STREET","IC","Invest Cont","510",NA,"PARK                         ST","34.0763","-118.2613",NA,"GLENDALE                     BL",NA,NA,NA,NA
"272","200407117","2020-03-20T00:00:00.000","2020-03-20T00:00:00.000","0230","04","Hollenbeck","0455","2","740","VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)","44","M","H","502","MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)","IC","Invest Cont","740",NA,"700    CORNWELL                     ST","34.0523","-118.2068","0329",NA,NA,NA,NA,NA
"273","200117988","2020-09-15T00:00:00.000","2020-09-03T00:00:00.000","2000","01","Central","0111","1","510","VEHICLE - STOLEN","0",NA,NA,"707","GARAGE/CARPORT","IC","Invest Cont","510",NA,"500 N  FIGUEROA                     ST","34.0615","-118.247",NA,NA,NA,NA,NA,NA
"274","201306108","2020-02-06T00:00:00.000","2020-02-06T00:00:00.000","1225","13","Newton","1303","1","330","BURGLARY FROM VEHICLE","24","F","H","101","STREET","IC","Invest Cont","330",NA,"1000    WALL                         ST","34.0376","-118.2531","1307 0344",NA,NA,NA,NA,NA
"275","201215288","2020-06-24T00:00:00.000","2020-06-24T00:00:00.000","0930","12","77th Street","1253","1","761","BRANDISH WEAPON","66","M","B","101","STREET","AO","Adult Other","761",NA,"79TH                         ST","33.9673","-118.3156","0334 1822 1218","CIMARRON                     ST","109","SEMI-AUTOMATIC PISTOL",NA,NA
"276","200115686","2020-08-01T00:00:00.000","2020-08-01T00:00:00.000","0100","01","Central","0162","1","330","BURGLARY FROM VEHICLE","21","F","B","123","PARKING UNDERGROUND/BUILDING","IC","Invest Cont","330",NA,"800 S  OLIVE                        ST","34.0437","-118.2582","0344 0377 1822 1606 1300",NA,NA,NA,NA,NA
